SIM4ME,,,,,,,,,,,,,,,,,,,,,,,
#TYPE,FROM ENGINE,FROM SYMBOL,FROM VALUE INFO,FROM VALUE UOM,TO ENGINE,TO SYMBOL,TO VALUE INFO,TO VALUE UOM,PERIOD,EQUATION,DESCRIPTION,CONV TYPE,TOLERANCE,MIN SCALE,MAX SCALE,LOW LIMIT,HI LIMIT,MISC1,MISC2,MISC3,MISC4,MISC5,COMMENTS
D,DynsimPEngine,LAV_B.LS0,,,ExampleSCP1,1SCRLAV:B4.FBCIN,1FB215_11,,,1B LAYUP AIR VALVE,>,0.5,,,,,,,,120104OLD,,,
D,DynsimPEngine,LAV_A_BYP.LS1,,,ExampleSCP1,1SCRLAV:B5.FBCIN,1FB215_08,,,1A LAYUP AIR BYPASS VALVE,>,0.5,,,,,,,,120104OLD,,,
D,DynsimPEngine,LAV_A_BYP.LS0,,,ExampleSCP1,1SCRLAV:B6.FBCIN,1FB215_07,,,1A LAYUP AIR BYPASS VALVE,>,0.5,,,,,,,,120104OLD,,,
D,DynsimPEngine,LAV_B_BYP.LS1,,,ExampleSCP1,1SCRLAV:B7.FBCIN,1FB215_16,,,1B LAYUP AIR BYPASS VALVE,>,0.5,,,,,,,,120104OLD,,,
D,DynsimPEngine,LAV_B_BYP.LS0,,,ExampleSCP1,1SCRLAV:B8.FBCIN,1FB215_15,,,1B LAYUP AIR BYPASS VALVE,>,0.5,,,,,,,,120104OLD,,,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SCRMISC:B14.FBCIN,1FB168_12,,,NH3 MONITOR #1,>,0.5,,,,,,,,120204NEW,,,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SCRMISC:B15.FBCIN,1FB168_11,,,NH3 MONITOR #1,>,0.5,,,,,,,,120204NEW,,,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SCRMISC:B16.FBCIN,1FB168_13,,,NH3 MONITOR #1,>,0.5,,,,,,,,120204NEW,,,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SCRMISC:B17.FBCIN,1FB127_01,,,NH3 MONITOR #2,>,0.5,,,,,,,,120204NEW,,,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SCRMISC:B18.FBCIN,1FB127_02,,,NH3 MONITOR #2,>,0.5,,,,,,,,120204NEW,,,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SCRMISC:B19.FBCIN,1FB127_03,,,NH3 MONITOR #2,>,0.5,,,,,,,,120204NEW,,,
D,DynsimPEngine,DIGTRUE,,,ExampleSCP1,1SCRSB:B3.FBCIN,1FB228_05,,,SCR SB AOV,>,0.5,,,,,,,,120104OLD,,,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SEP:CC174.FBCIN,1D1328_08,,,WIND/FURN DP XMTR,>,0,,,,,,,,120204NEW,,,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SEP:CC177.FBCIN,1D1328_09,,,WIND/FURN XMTR,>,0,,,,,,,,120204NEW,,,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SEP:CC625.FBCIN,1D1338_11,,,THROTTLE PRS XMTR,>,0,,,,,,,,120204NEW,,,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SEP:CC639.FBCIN,1D1406_14,,,SEPARATOR LVL XMTRDEVIATION,>,0,,,,,,,,120204NEW,,,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SEP:CC640.FBCIN,1D1407_14,,,SEPARATOR PRS XMTRDEVIATION,>,0,,,,,,,,120204NEW,,,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SEP:CC641.FBCIN,1D1322_12,,,FURNACE PRS XMTR  DEVIATION,>,0,,,,,,,,120204NEW,,,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SHL:B19.FBCIN,1I0558_03,,,LH IS REXA FAILED,>,0,,,,,,,,120104OLD,,,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SHLC:B19.FBCIN,1I0558_04,,,LHC IS REXA FAILED,>,0,,,,,,,,120104OLD,,,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SHR:B19.FBCIN,1I0558_06,,,RH IS REXA FAILED,>,0,,,,,,,,120104OLD,,,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SHRC:B19.FBCIN,1I0558_05,,,RHC IS REXA FAILED,>,0,,,,,,,,120104OLD,,,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SHTR5:CC265.FBCIN,1D1408_12,,,SUPERHTR OUTLET   CONDUCTIVITY,>,0,,,,,,,,120204NEW,,,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SHTR5:CC630.FBCIN,1D1406_12,,,SPARE INPUT,>,0,,,,,,,,120204NEW,,XYZ,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SHTR5:CC632.FBCIN,1D1403_09,,,SPARE INPUT,>,0,,,,,,,,120204NEW,,XYZ,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SHTR5:CC635.FBCIN,1D1406_13,,,LH RHT TMP XMTR   DEVIATION,>,0,,,,,,,,120204NEW,,,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SMOKE:LOSS_AC.FBCIN,1SD101_09,,,PWR LOSS TO SMK   DET,>,0,,,,,,,,120204NEW,,,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SMOKE:ZONE1.FBCIN,1SD101_01,,,CABLE SPREAD ROOM,>,0,,,,,,,,120204NEW,,,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SMOKE:ZONE2.FBCIN,1SD101_02,,,CABLE SPREAD RM AIR COND,>,0,,,,,,,,120204NEW,,,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SMOKE:ZONE3.FBCIN,1SD101_03,,,500KV HOUSE SMOKE DET,>,0,,,,,,,,120204NEW,,,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SMOKE:ZONE4.FBCIN,1SD101_04,,,ENG GEN HOUSE SMOKE DET,>,0,,,,,,,,120204NEW,,,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SMOKE:ZONE5.FBCIN,1SD101_05,,,1A COOL TWR BRKR  SMOKE,>,0,,,,,,,,120204NEW,,,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SMOKE:ZONE6.FBCIN,1SD101_06,,,1B COOL TWR BRKR  SMOKE,>,0,,,,,,,,120204NEW,,,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SMOKE:ZONE7.FBCIN,1SD101_07,,,2A COOL TWR BRKR  SMOKE,>,0,,,,,,,,120204NEW,,,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SMOKE:ZONE8.FBCIN,1SD101_08,,,2B COOL TWR BRKR  SMOKE,>,0,,,,,,,,120204NEW,,,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SMOKE:ZONE9.FBCIN,1SD101_10,,,AC MECH ROOM SD,>,0,,,,,,,,,,ABC,
D,DynsimPEngine,MSO2COOLING.POS,,,ExampleSCP1,1SO3_IN:BM3511.FBCIN,1SO106_03,,,SO2 COOLING FAN   RUNNING,>,0.5,,,,,,,,,,ABC,
D,DynsimPEngine,MPROCESSAIR.POS,,,ExampleSCP1,1SO3_IN:BM3531.FBCIN,1SO106_04,,,AIR BLOWER RUNNING,>,0.5,,,,,,,,,,ABC,
D,DynsimPEngine,DIGTRUE,,,ExampleSCP1,1SO3_IN:E_STOP.FBCIN,1SO108_04,,,EMERGENCY STOP    PUSH BUTTON,>,0.5,,,,,,,,,,ABC,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SO3_IN:LS124.FBCIN,1SO108_06,,,BOILER WTR LEVEL,>,0.5,,,,,,,,,,ABC,
D,DynsimPEngine,,,,ExampleSCP1,1SO3_IN:MS5221.FBCIN,1SO114_05,,MAIRHTR1.POS | MAIRHTR2.POS | MAIRHTR3.POS,AIR HEATER RUNNING,>,0.5,,,,,,,,,,ABC,
D,DynsimPEngine,MPUMPSUL1.POS,,,ExampleSCP1,1SO3_IN:PM1021.FBCIN,1SO106_01,,,PUMP #1 RUNNING,>,0.5,,,,,,,,,,ABC,
D,DynsimPEngine,MPUMPSUL2.POS,,,ExampleSCP1,1SO3_IN:PM1022.FBCIN,1SO107_01,,,PUMP #2 RUNNING,>,0.5,,,,,,,,,,ABC,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SO3_IN:PS102.FBCIN,1SO107_04,,,STEAM SUPPLY PRESS LOW,>,0.5,,,,,,,,,,ABC,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SO3_IN:PS124.FBCIN,1SO108_05,,,BOILER PRESS HIGH,>,0.5,,,,,,,,,,ABC,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SO3_IN:PS311.FBCIN,1SO108_01,,,INSTRUMENT AIR PRESS LOW,>,0.5,,,,,,,,,,ABC,
D,DynsimPEngine,DIGTRUE,,,ExampleSCP1,1SO3_IN:PS3511.FBCIN,1SO106_02,,,AIR BLOWER FILTER PLUGGED,>,0.5,,,,,,,,,,ABC,
D,DynsimPEngine,DIGTRUE,,,ExampleSCP1,1SO3_IN:PS3531.FBCIN,1SO108_03,,,SO2 COOLER BLWR FILTER,>,0.5,,,,,,,,,,ABC,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SO3_IN:PS3532.FBCIN,1SO107_06,,,AIR BLOWER HIGH   PRESSURE,>,0.5,,,,,,,,,,ABC,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SO3_IN:SP124.FBCIN,1SO107_05,,,ELECTRIC BOILER ON,>,0.5,,,,,,,,,,ABC,
D,DynsimPEngine,VSO3_BL1.LS0,,,ExampleSCP1,1SO3_IN:ZI1021C.FBCIN,1SO106_08,,,PUMP #1 BLOCK VLV CLOSED,>,0.5,,,,,,,,,,ABC,
D,DynsimPEngine,VSO3_BL1.LS1,,,ExampleSCP1,1SO3_IN:ZI1021O.FBCIN,1SO106_07,,,PUMP #1 BLOCK VLV OPENED,>,0.5,,,,,,,,,,ABC,
D,DynsimPEngine,VSO3_BL2.LS0,,,ExampleSCP1,1SO3_IN:ZI1022C.FBCIN,1SO107_08,,,PUMP #2 BLOCK VLV CLOSED,>,0.5,,,,,,,,,,ABC,
D,DynsimPEngine,VSO3_BL2.LS1,,,ExampleSCP1,1SO3_IN:ZI1022O.FBCIN,1SO107_07,,,PUMP #2 BLOCK VALVE OPENED,>,0.5,,,,,,,,,,ABC,
D,DynsimPEngine,VSO3_BL_AIR.LS0,,,ExampleSCP1,1SO3_IN:ZI3531C.FBCIN,1SO106_06,,,BURNER AIR BLOCK  VALVE CLOSED,>,0.5,,,,,,,,,,ABC,
D,DynsimPEngine,VSO3_BL_AIR.LS1,,,ExampleSCP1,1SO3_IN:ZI3531O.FBCIN,1SO106_05,,,BURNER AIR BLOCK  VALVE OPENED,>,0.5,,,,,,,,,,ABC,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SOE:SS001.FBCIN,1D1211_01,,,TURB VACUUM,>,0,,,,,,,,120204NEW,,,
D,DynsimPEngine,DIGTRUE,,,ExampleSCP1,1SOE:SS002.FBCIN,1D1211_02,,,TURB MECHANICAL   TRIP,>,0,,,,,,,,120204NEW,,,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SOE:SS003.FBCIN,1D1211_03,,,TURB VIB,>,0,,,,,,,,120204NEW,,,
D,DynsimPEngine,DIGTRUE,,,ExampleSCP1,1SOE:SS004.FBCIN,1D1211_04,,,MASTER TRIP BUTTON,>,0,,,,,,,,120204NEW,,,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SOE:SS005.FBCIN,1D1211_05,,,TRB THR BRG WEAR  DET,>,0,,,,,,,,120204NEW,,,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SOE:SS007.FBCIN,1D1211_06,,,HYDRAULIC FLUID   PRESS,>,0,,,,,,,,120204NEW,,,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SOE:SS008.FBCIN,1D1211_07,,,TURB SPEED SIGNAL,>,0,,,,,,,,120204NEW,,,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SOE:SS009.FBCIN,1D1206_14,,,TURB EXH HOOD TEMP,>,0,,,,,,,,120204NEW,,,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SOE:SS010.FBCIN,1D1211_08,,,TURB SHAFT PMP,>,0,,,,,,,,120204NEW,,,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SOE:SS012.FBCIN,1D1211_09,,,EHC ANTICIPATOR   ACTION TURB,>,0,,,,,,,,120204NEW,,,
D,DynsimPEngine,DIGTRUE,,,ExampleSCP1,1SOE:SS014.FBCIN,1D1204_13,,,EHC CUSTOMER TRIP,>,0,,,,,,,,120204NEW,,,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SOE:SS015.FBCIN,1D1203_13,,,EHC 24 VOLT DC PWR,>,0,,,,,,,,120204NEW,,,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SOE:SS016.FBCIN,1D1205_13,,,EHC ELECTRICAL,>,0,,,,,,,,120204NEW,,,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SOE:SS017.FBCIN,1D1211_10,,,GEN STATOR COOLANT,>,0,,,,,,,,120204NEW,,,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SOE:SS018.FBCIN,1D1211_11,,,GEN EXCITER FIELD,>,0,,,,,,,,120204NEW,,,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SOE:SS019.FBCIN,1D1207_10,,,PRIM SPEED SIGNAL,>,0,,,,,,,,120204NEW,,,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SOE:SS020.FBCIN,1D1223_12,,,SEC SPEED SIGNAL,>,0,,,,,,,,120204NEW,,,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SOE:SS021.FBCIN,1D1211_12,,,GEN VLT,>,0,,,,,,,,120204NEW,,,
D,DynsimPEngine,DIGTRUE,,,ExampleSCP1,1SOE:SS022.FBCIN,1D1211_13,,,VLT REG XFR TO MAN,>,0,,,,,,,,120204NEW,,,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SOE:SS023.FBCIN,1D1211_14,,,GEN VOLT/HERTZ,>,0,,,,,,,,120204NEW,,,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SOE:SS024.FBCIN,1D1207_12,,,PRI REVERSE PWR   RLY,>,0,,,,,,,,120204NEW,,,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SOE:SS025.FBCIN,1D1216_02,,,INTERCEPT VLV NO 1,>,0,,,,,,,,120204NEW,,,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SOE:SS026.FBCIN,1D1217_02,,,INTERCEPT VLV NO 2,>,0,,,,,,,,120204NEW,,,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SOE:SS028.FBCIN,1D1218_02,,,RHT STOP VLV NO 1,>,0,,,,,,,,120204NEW,,,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SOE:SS029.FBCIN,1D1221_02,,,RHT STOP VLV NO 2,>,0,,,,,,,,120204NEW,,,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SOE:SS030.FBCIN,1D1212_01,,,MAIN STOP VLV NO 1,>,0,,,,,,,,120204NEW,,,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SOE:SS031.FBCIN,1D1213_01,,,MAIN STOP VLV NO 2,>,0,,,,,,,,120204NEW,,,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SOE:SS032.FBCIN,1D1214_01,,,MAIN STOP VLV NO 3,>,0,,,,,,,,120204NEW,,,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SOE:SS033.FBCIN,1D1215_01,,,MAIN STOP VLV NO 4,>,0,,,,,,,,120204NEW,,,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SOE:SS034.FBCIN,1D1212_09,,,208V ESSENTIAL    PWR ON STANDBY,>,0,,,,,,,,120204NEW,,,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SOE:SS035.FBCIN,1D1213_09,,,208V EMER UNDERVLT,>,0,,,,,,,,120204NEW,,,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SOE:SS036.FBCIN,1D1214_09,,,208V BKR 252C,>,0,,,,,,,,120204NEW,,,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SOE:SS037.FBCIN,1D1216_03,,,GEN LOSS OF       EXCITAT LO REL,>,0,,,,,,,,120204NEW,,,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SOE:SS038.FBCIN,1D1217_03,,,GEN NEUTRAL AUX   LCKOUT RLY,>,0,,,,,,,,120204NEW,,,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SOE:SS039.FBCIN,1D1218_03,,,GEN DIFF AUX LCKT RELAY 87G1,>,0,,,,,,,,120204NEW,,,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SOE:SS040.FBCIN,1D1221_03,,,GEN DIFF AUX      LOCKOUT RELAY,>,0,,,,,,,,120204NEW,,,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SOE:SS041.FBCIN,1D1214_06,,,MAIN PWR TRANS    PRI LO RLY,>,0,,,,,,,,,,ABC,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SOE:SS042.FBCIN,1D1215_06,,,MAIN PWR TRANS    SEC LO RLY,>,0,,,,,,,,,,ABC,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SOE:SS043.FBCIN,1D1212_02,,,480V SS TRANS 1A  LO RELAY,>,0,,,,,,,,,,ABC,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SOE:SS044.FBCIN,1D1213_02,,,480V SS TRANS 1AA,>,0,,,,,,,,,,ABC,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SOE:SS045.FBCIN,1D1214_02,,,480V SS TRANS 1B  LO RELAY,>,0,,,,,,,,,,ABC,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SOE:SS046.FBCIN,1D1215_02,,,480V SS TRANS 1BB,>,0,,,,,,,,,,ABC,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SOE:SS048.FBCIN,1D1212_03,,,4KV SS TRANS 1A   DIFF LO RLY,>,0,,,,,,,,,,ABC,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SOE:SS049.FBCIN,1D1213_03,,,4KV SS TRANS 1B   DIFF LO RLY,>,0,,,,,,,,,,ABC,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SOE:SS050.FBCIN,1D1217_12,,,SSS TRANS NO 1 LO,>,0,,,,,,,,,,ABC,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SOE:SS051.FBCIN,1D1214_11,,,GEN LOSS OF       EXCITATION,>,0,,,,,,,,,,ABC,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SOE:SS052.FBCIN,1D1217_11,,,GEN IMPEDANCE RLY,>,0,,,,,,,,,,ABC,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SOE:SS053.FBCIN,1D1221_11,,,GEN NEGATIVE      SEQUENCE,>,0,,,,,,,,,,ABC,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SOE:SS054.FBCIN,1D1218_11,,,GEN INST OC,>,0,,,,,,,,,,ABC,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SOE:SS055.FBCIN,1D1217_10,,,LOSS OF METERING  PT,>,0,,,,,,,,,,ABC,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SOE:SS056.FBCIN,1D1216_10,,,LOSS OF REGULATING PT,>,0,,,,,,,,,,ABC,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SOE:SS057.FBCIN,1D1207_02,,,4KV 1A SS,>,0,,,,,,,,,,ABC,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SOE:SS058.FBCIN,1D1207_01,,,4KA 1A SSS,>,0,,,,,,,,,,ABC,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SOE:SS059.FBCIN,1D1222_01,,,4KV 1AA SS,>,0,,,,,,,,,,ABC,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SOE:SS060.FBCIN,1D1222_02,,,4KV 1AA SSS,>,0,,,,,,,,,,ABC,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SOE:SS061.FBCIN,1D1208_01,,,4KV 1B SS,>,0,,,,,,,,,,ABC,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SOE:SS062.FBCIN,1D1208_02,,,4KV 1B SSS,>,0,,,,,,,,,,ABC,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SOE:SS063.FBCIN,1D1223_01,,,4KV 1BB SS,>,0,,,,,,,,,,ABC,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SOE:SS064.FBCIN,1D1223_02,,,4KV 1BB SSS,>,0,,,,,,,,,,ABC,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SOE:SS065.FBCIN,1D1223_13,,,SSS TRANS NO 1,>,0,,,,,,,,,,ABC,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SOE:SS067.FBCIN,1D1223_07,,,SSS TIE BUS A,>,0,,,,,,,,,,ABC,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SOE:SS068.FBCIN,1D1224_07,,,SSS TIE BUS B,>,0,,,,,,,,,,ABC,
D,DynsimPEngine,DIGTRUE,,,ExampleSCP1,1SOE:SS070.FBCIN,1D1207_03,,,4KV 1A STRIP OR   FAST XFR,>,0,,,,,,,,,,ABC,
D,DynsimPEngine,DIGTRUE,,,ExampleSCP1,1SOE:SS071.FBCIN,1D1222_03,,,4KV 1AA STRIP OR  FAST TRANSFER,>,0,,,,,,,,,,ABC,
D,DynsimPEngine,DIGTRUE,,,ExampleSCP1,1SOE:SS072.FBCIN,1D1208_03,,,4KV 1B STRIP OR   FAST XFR,>,0,,,,,,,,,,ABC,
D,DynsimPEngine,DIGTRUE,,,ExampleSCP1,1SOE:SS073.FBCIN,1D1223_03,,,4KV 1BB STRIP OR  FAST TRANSFER,>,0,,,,,,,,,,ABC,
D,DynsimPEngine,DIGTRUE,,,ExampleSCP1,1SOE:SS074.FBCIN,1D1205_02,,,480V 1A LOAD      STRIP SWCH,>,0,,,,,,,,,,ABC,
D,DynsimPEngine,DIGTRUE,,,ExampleSCP1,1SOE:SS075.FBCIN,1D1205_03,,,480V 1AA LOAD     STRIP SWITCH,>,0,,,,,,,,,,ABC,
D,DynsimPEngine,DIGTRUE,,,ExampleSCP1,1SOE:SS076.FBCIN,1D1206_02,,,480V 1B LOAD      STRIP SWCH,>,0,,,,,,,,,,ABC,
D,DynsimPEngine,DIGTRUE,,,ExampleSCP1,1SOE:SS077.FBCIN,1D1206_03,,,480V 1BB LOAD     STRIP SWITCH,>,0,,,,,,,,,,ABC,
D,DynsimPEngine,DIGTRUE,,,ExampleSCP1,1SOE:SS078.FBCIN,1D1206_01,,,480V EMER STRIP   SWCH,>,0,,,,,,,,,,ABC,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SOE:SS079.FBCIN,1D1215_03,,,115KV CIRC SWCH   182317,>,0,,,,,,,,,,ABC,
D,DynsimPEngine,GEN_BKR.OUT[4],,,ExampleSCP1,1SOE:SS080.FBCIN,1D1215_09,,,UNIT TIE TO SYS   94UT,>,0,,,,,,,,,,ABC,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SOE:SS081.FBCIN,1D1215_04,,,500KV BKR 182000,>,0,,,,,,,,,,ABC,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SOE:SS082.FBCIN,1D1215_05,,,500KV BKR 182010,>,0,,,,,,,,,,ABC,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SOE:SS083.FBCIN,1D1207_05,,,4KV BUS 1A SSS    BKR182510,>,0,,,,,,,,,,ABC,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SOE:SS084.FBCIN,1D1207_04,,,4KV BUS 1A SS     BKR182514,>,0,,,,,,,,,,ABC,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SOE:SS085.FBCIN,1D1222_05,,,4KV BUS 1AA SSS   BKR 182550,>,0,,,,,,,,,,ABC,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SOE:SS086.FBCIN,1D1222_04,,,4KV BUS 1AA SS    BKR182518,>,0,,,,,,,,,,ABC,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SOE:SS087.FBCIN,1D1208_05,,,4KV BUS 1B SSS    BKR182530,>,0,,,,,,,,,,ABC,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SOE:SS088.FBCIN,1D1208_04,,,4KV BUS 1B SS     BKR182534,>,0,,,,,,,,,,ABC,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SOE:SS089.FBCIN,1D1223_05,,,4KV BUS 1BB SSS   BKR 182570,>,0,,,,,,,,,,ABC,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SOE:SS090.FBCIN,1D1223_04,,,4KV BUS 1BB SS    BKR182538,>,0,,,,,,,,,,ABC,
D,DynsimPEngine,DIGTRUE,,,ExampleSCP1,1SOE:SS091.FBCIN,1D1206_13,,,ELECTRICAL OVSPD  TRIP,>,0,,,,,,,,,,ABC,
D,DynsimPEngine,DIGTRUE,,,ExampleSCP1,1SOE:SS092.FBCIN,1D1222_12,,,LOW BRG OIL TRIP,>,0,,,,,,,,,,ABC,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SOE:SS093.FBCIN,1D1205_08,,,4KV-480V TRANS 1A,>,0,,,,,,,,,,ABC,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SOE:SS094.FBCIN,1D1205_09,,,4KV-480V TRANS    1AAHS BKR,>,0,,,,,,,,,,ABC,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SOE:SS095.FBCIN,1D1205_10,,,4KV-480V TRANS 1B,>,0,,,,,,,,,,ABC,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SOE:SS096.FBCIN,1D1205_11,,,4KV-480V TRANS    1BBHS BKR,>,0,,,,,,,,,,ABC,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SOE:SS097.FBCIN,1D1205_04,,,480V BUS 1A SS    BKR182714,>,0,,,,,,,,,,ABC,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SOE:SS098.FBCIN,1D1205_05,,,480V BUS 1AA SS   BKR 182712,>,0,,,,,,,,,,ABC,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SOE:SS099.FBCIN,1D1206_04,,,480V BUS 1B SS    BKR182734,>,0,,,,,,,,,,ABC,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SOE:SS100.FBCIN,1D1206_05,,,480V BUS 1BB SS   BKR 182732,>,0,,,,,,,,,,ABC,
D,DynsimPEngine,DIGFALSE,,,ExampleSCP1,1SOE:SS101.FBCIN,1D1216_04,,,4KV 1A OC LCKOUT  RLY 86A0C1X,>,0,,,,,,,,,,ABC,
